"iid","time","origin","airline","aircraft","flightPhase","impact","cond","aid"
215844,"7/9/2001","Alaska","ALASKA AIRLINES","B-737-200","inflight","0","3","144"
213309,"7/9/2001","DC","ATLANTIC COAST AIRLINES","BA-31 JETSTR","inflight","0","1","8"
206794,"7/10/2001","Kentucky","DELTA AIR LINES","MD-80","inflight","0","2","47"
212204,"7/11/2001","Florida","MID-ATLANTIC FREIGHT","C-208","inflight","0","2","67"
208170,"7/11/2001","Delaware","BUSINESS","CL-600","inflight","1","2","7"
203106,"7/12/2001","Pennsylvania","NORTHWEST AIRLINES","DC-9","landing","0","2","133"
210876,"7/12/2001","Georgia","BUSINESS","DA-900","inflight","1","1","145"
209578,"7/14/2001","Mississippi","PINNACLE","SAAB-340","takeoff","0","1","146"
207269,"7/14/2001","Texas","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","2","2"
209885,"7/16/2001","Connecticut","TRANS WORLD AIRLINES","MD-83","inflight","0","1","135"
206460,"7/16/2001","Hawaii","ALOHA AIRLINES","B-737-200","inflight","0","2","17"
209112,"7/23/2001","Texas","AMERICAN AIRLINES","FOKKER F100","inflight","0","1","2"
208038,"7/24/2001","Ohio","EXECUTIVE JET AVIATION","C-560","takeoff","0","2","94"
210985,"7/25/2001","Kentucky","UNKNOWN","DORNIER 328","inflight","0","2","44"
210886,"7/26/2001","Mississippi","NORTHWEST AIRLINES","DC-9","takeoff","0","3","147"
206696,"7/28/2001","Illinois","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","2","12"
210368,"7/28/2001","Pennsylvania","US AIRWAYS*","B-737-300","inflight","1","3","52"
209732,"7/28/2001","California","AMERICAN AIRLINES","B-757-200","inflight","1","1","148"
211137,"7/30/2001","Alabama","BUSINESS","LEARJET-45","inflight","0","3","149"
208419,"7/31/2001","North Dakota","GREAT LAKES AIRLINES","BE-1900","takeoff","0","2","150"
213445,"7/31/2001","New York","JETBLUE AIRWAYS","A-320","takeoff","0","2","78"
206813,"8/10/2001","New Hampshire","BUSINESS","GULFAERO IV","landing","0","3","55"
210796,"8/10/2001","Texas","AMERICAN AIRLINES","MD-80","inflight","1","3","2"
208823,"8/11/2001","Texas","AMERICAN AIRLINES","B-757-200","takeoff","0","1","2"
204392,"8/12/2001","Florida","PINNACLE","CL-RJ100/200","landing","0","3","67"
211389,"8/12/2001","Alabama","SOUTHWEST AIRLINES","B-737","takeoff","0","3","29"
209343,"8/13/2001","Ohio","ABX AIR","DC-9-40","inflight","0","1","151"
210192,"8/13/2001","Texas","AMERICAN AIRLINES","FOKKER F100","takeoff","0","3","2"
210408,"8/13/2001","Maryland","MESA AIRLINES","CL-RJ100/200","inflight","0","3","68"
209838,"8/13/2001","Pennsylvania","US AIRWAYS*","B-737-400","landing","0","3","52"
5960,"8/13/2001","Louisiana","MILITARY","B-52H","takeoff","0","1","37"
209410,"8/14/2001","North Carolina","CCAIR","DHC8 DASH 8","inflight","0","2","43"
209947,"8/14/2001","Minnesota","AMERICAN AIRLINES","FOKKER F100","takeoff","0","1","25"
213967,"8/15/2001","Alabama","BUSINESS","C-560","landing","0","1","149"
211739,"8/15/2001","Indiana","BUSINESS","CITATION X","inflight","0","2","152"
213559,"8/15/2001","Kentucky","BUSINESS","CL-601/604","takeoff","0","1","47"
215869,"8/15/2001","California","SOUTHWEST AIRLINES","B-737-300","landing","0","1","96"
212359,"8/16/2001","New Jersey","CONTINENTAL AIRLINES","B-737-500","inflight","0","2","23"
211306,"8/16/2001","Washington","ALASKA AIRLINES","MD-82","inflight","0","1","153"
208190,"8/16/2001","North Carolina","BUSINESS","C-172","takeoff","0","2","154"
204943,"8/16/2001","Pennsylvania","US AIRWAYS*","B-737-300","inflight","0","3","133"
202928,"8/17/2001","Washington","HORIZON AIR","DHC8 DASH 8","takeoff","0","2","153"
207184,"8/17/2001","California","GOVERNMENT","LOCKHEED C-130","inflight","0","1","155"
211940,"8/18/2001","Illinois","AMERICAN AIRLINES","FOKKER F100","landing","0","3","12"
210982,"8/18/2001","North Carolina","BUSINESS","CITATION II","landing","0","2","156"
212679,"8/18/2001","Pennsylvania","COMAIR AIRLINES","CL-RJ100/200","takeoff","0","2","133"
212703,"8/19/2001","Tennessee","NORTHWEST AIRLINES","DC-9","inflight","0","1","77"
211975,"8/19/2001","Connecticut","BUSINESS","IAI 1126","inflight","0","2","13"
206981,"8/20/2001","New York","AMERICAN AIRLINES","FOKKER F100","inflight","0","1","49"
235357,"8/20/2001","Washington","ALASKA AIRLINES","B-737","landing","0","2","4"
208602,"8/25/2001","Texas","SOUTHWEST AIRLINES","B-737","inflight","1","1","157"
210457,"8/25/2001","Hawaii","HAWAIIAN AIR","B-717-200","landing","0","2","17"
211995,"8/27/2001","Maryland","TRANSMERIDIAN AIRLINES","B-727-200","landing","0","2","68"
213257,"8/27/2001","Kentucky","BUSINESS","C-650","takeoff","0","2","47"
209932,"8/28/2001","Georgia","BUSINESS","C-560","takeoff","1","2","158"
209916,"8/28/2001","Connecticut","BUSINESS","IAI 1126","inflight","0","2","13"
207681,"8/29/2001","Pennsylvania","UNITED AIRLINES","B-737-200","takeoff","0","1","121"
209435,"8/30/2001","New Jersey","CONTINENTAL AIRLINES","MD-80","inflight","0","3","23"
202785,"8/31/2001","South Carolina","US AIRWAYS*","B-737-400","unknown","0","1","114"
5396,"8/31/2001","South Carolina","MILITARY","C-17A","takeoff","0","1","114"
210415,"9/1/2001","Virginia","ALLEGHENYAIRLINES","DHC8 DASH 8","landing","0","3","82"
211088,"9/3/2001","DC","UNITED AIRLINES","B-777-200","takeoff","0","1","8"
212711,"9/4/2001","Connecticut","BUSINESS","BE-90  KING","inflight","1","2","159"
210692,"9/4/2001","Texas","UNITED AIRLINES","A-319","landing","1","3","2"
210690,"9/4/2001","Alaska","BERING AIR","PA-31 NAVAJO","inflight","0","2","160"
210267,"9/4/2001","Texas","AMERICAN AIRLINES","B-757-200","landing","0","3","2"
4344,"9/4/2001","South Carolina","MILITARY","C-17A","inflight","0","2","114"
203435,"9/6/2001","Indiana","BUSINESS","SAAB-340","takeoff","0","1","161"
209447,"9/7/2001","California","BUSINESS","C-210 CENTUR","landing","0","3","162"
207429,"9/7/2001","Ohio","PRIVATELY OWNED","PA-28","takeoff","1","2","51"
210238,"9/7/2001","California","UNITED AIRLINES","B-737-500","inflight","0","1","136"
214801,"9/8/2001","Tennessee","SOUTHWEST AIRLINES","B-737","inflight","0","2","19"
210889,"9/8/2001","Illinois","AMERICAN AIRLINES","B-737-800","takeoff","0","1","12"
210704,"9/9/2001","Pennsylvania","US AIRWAYS*","FOKKER F100","landing","0","1","133"
202876,"9/9/2001","Alabama","BUSINESS","CITATION II","inflight","0","2","29"
211386,"9/9/2001","Pennsylvania","US AIRWAYS*","FOKKER F100","takeoff","0","2","133"
210073,"9/9/2001","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","163"
209851,"9/9/2001","Michigan","BUSINESS","BE-200 KING","inflight","1","2","164"
207937,"9/10/2001","Virginia","US AIRWAYS*","DHC8 DASH 8","takeoff","1","1","5"
210976,"9/16/2001","Vermont","US AIRWAYS*","B-737-300","landing","0","1","165"
205252,"9/19/2001","Missouri","US AIRWAYS*","MD-80","takeoff","0","1","16"
216112,"9/20/2001","West Virginia","PIEDMONT AIRLINES","DHC8 DASH 8","inflight","0","3","137"
211580,"9/22/2001","Texas","AMERICAN EAGLE AIRLINES","ATR-72","inflight","0","2","2"
209172,"9/22/2001","Colorado","DELTA AIR LINES","B-757-200","inflight","1","1","61"
210380,"9/25/2001","Missouri","UNITED AIRLINES","B-737-300","landing","0","1","16"
211103,"9/25/2001","Wisconsin","COMAIR AIRLINES","CL-RJ100/200","takeoff","0","2","110"
212452,"9/25/2001","Pennsylvania","PSA AIRLINES","DORNIER 328","inflight","0","1","121"
210246,"9/27/2001","New York","AMERICAN EAGLE AIRLINES","SAAB-340","inflight","1","3","78"
213201,"9/28/2001","Alaska","PENAIR","SA227 AC METRO III","landing","0","3","144"
207251,"9/29/2001","New York","TRANS WORLD AIRLINES","B-757-200","takeoff","0","3","108"
211721,"9/29/2001","New York","TACA INTL AIRLINES","A-320","takeoff","0","2","108"
206213,"9/30/2001","Alaska","ALASKA AIRLINES","B-737-200","inflight","1","1","166"
207838,"9/30/2001","Hawaii","HAWAIIAN AIR","B-717-200","landing","0","1","17"
212511,"10/2/2001","Alabama","BUSINESS","IAI-1124","inflight","0","1","29"
210104,"10/4/2001","Massachusetts","DELTA AIR LINES","B-737-200","takeoff","0","1","60"
212487,"10/10/2001","Texas","AMERICAN AIRLINES","MD-80","takeoff","0","3","2"
214142,"10/11/2001","Rhode Island","ATLANTIC COAST AIRLINES","CL-RJ100/200","inflight","0","1","15"
206531,"10/12/2001","California","PRIVATELY OWNED","RKWL SHRIKE","takeoff","0","2","127"
212230,"10/12/2001","Texas","ATLANTIC SOUTHEAST","CL-RJ100/200","inflight","0","1","59"
212067,"10/12/2001","Ohio","MESABA AIRLINES","AVRO RJ 85","landing","0","3","94"
209658,"10/13/2001","New York","BUSINESS","DA-900","inflight","0","3","28"
207889,"10/13/2001","Hawaii","ALOHA AIRLINES","B-737-200","landing","0","2","17"
212403,"10/14/2001","Hawaii","HAWAIIAN AIR","B-717-200","landing","0","2","17"
213755,"10/15/2001","Florida","US AIRWAYS*","A-319","inflight","0","2","58"
210162,"10/16/2001","California","EXECUTIVE JET AVIATION","HAWKER 1000","takeoff","1","3","167"
211200,"10/16/2001","Texas","SOUTHWEST AIRLINES","B-737-300","takeoff","0","1","59"
212010,"10/17/2001","Florida","BUSINESS","PA-31 NAVAJO","landing","0","2","168"
212347,"10/18/2001","California","PRIVATELY OWNED","PA-30 TWIN COMANCHE","inflight","0","2","169"
210803,"10/21/2001","Colorado","FRONTIER AIRLINES","B-737","inflight","0","1","61"
215064,"10/22/2001","Massachusetts","BUSINESS","LEARJET-35","takeoff","0","2","60"
214003,"10/24/2001","Indiana","NORTHWEST AIRLINES","DC-9-30","landing","0","2","46"
210049,"10/25/2001","Missouri","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","16"
211438,"10/26/2001","Indiana","ATLANTIC COAST AIRLINES","CL-RJ100/200","inflight","0","3","46"
209683,"10/27/2001","Minnesota","COMAIR AIRLINES","CL-RJ100/200","inflight","0","2","26"
206834,"11/1/2001","Nebraska","BUSINESS","LEARJET-35","inflight","0","1","95"
216592,"11/2/2001","Texas","PRIVATELY OWNED","C-172","inflight","0","2","170"
206975,"11/2/2001","Florida","BUSINESS","LOCKHEED 1329","inflight","1","2","85"
213242,"11/3/2001","Connecticut","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","135"
210005,"11/3/2001","Arkansas","SOUTHWEST AIRLINES","B-737-200","inflight","1","3","171"
213799,"11/3/2001","Ohio","ABX AIR","B-767-200","inflight","1","1","151"
209542,"11/4/2001","Illinois","PRIVATELY OWNED","PA-28","inflight","0","1","81"
211528,"11/4/2001","Kentucky","DELTA AIR LINES","B-767-300","inflight","0","1","44"
208658,"11/5/2001","Connecticut","US AIRWAYS*","A-319","takeoff","0","1","135"
210593,"11/5/2001","California","PRIVATELY OWNED","C-182 SKYLAN","inflight","0","1","169"
212653,"11/5/2001","California","PRIVATELY OWNED","C-172","landing","0","2","169"
7050,"11/6/2001","Texas","MILITARY","T-38A","inflight","0","1","123"
212532,"11/8/2001","California","PRIVATELY OWNED","C-150","landing","1","2","169"
215943,"11/8/2001","Indiana","FEDEX EXPRESS","MD-11","inflight","0","2","46"
210501,"11/12/2001","Rhode Island","BUSINESS","DHC8 DASH 8","inflight","0","2","15"
214956,"11/13/2001","California","PRIVATELY OWNED","C-152","landing","0","2","172"
213200,"11/13/2001","Massachusetts","BUSINESS","CL-601/604","landing","0","2","69"
216200,"11/14/2001","Massachusetts","AMERICAN EAGLE AIRLINES","SAAB-340","inflight","0","1","60"
212070,"11/14/2001","Massachusetts","DELTA AIR LINES","B-737-200","takeoff","0","1","60"
206200,"11/16/2001","Illinois","UNKNOWN","PILATUS PC12","inflight","0","1","81"
214522,"11/16/2001","California","BUSINESS","C-172","landing","0","3","169"
212202,"11/18/2001","Massachusetts","AMERICAN EAGLE AIRLINES","EMB-135","takeoff","0","1","60"
209309,"11/25/2001","Arizona","GOVERNMENT","C-182 SKYLAN","inflight","0","2","173"
214494,"11/26/2001","Texas","AMERICAN EAGLE AIRLINES","SAAB-340","takeoff","0","1","174"
208638,"11/27/2001","Pennsylvania","PSA AIRLINES","DORNIER 328","inflight","0","3","121"
212211,"11/28/2001","New York","ALLEGHENYAIRLINES","DHC8 DASH 8","takeoff","0","3","175"
214067,"11/30/2001","Michigan","BUSINESS","C-310","inflight","1","3","164"
212226,"12/1/2001","Texas","EXECUTIVE JET MGMNT","DA-50 FALCON","inflight","1","3","176"
206849,"12/4/2001","Texas","UPS AIRLINES","B-767-200","inflight","0","2","2"
207900,"12/5/2001","Kentucky","UPS AIRLINES","B-747","takeoff","0","2","47"
211248,"12/5/2001","Texas","BRITISH AIRWAYS","B-777-200","landing","0","3","2"
208916,"12/5/2001","Texas","AMERICAN AIRLINES","MD-80","takeoff","0","3","2"
214455,"12/11/2001","DC","US AIRWAYS*","B-737-300","inflight","1","1","8"
214213,"12/13/2001","Virginia","ABX AIR","DC-9-40","inflight","0","3","5"
207142,"12/14/2001","Texas","AMERICAN EAGLE AIRLINES","SAAB-340","takeoff","0","2","174"
208949,"12/14/2001","Illinois","US AIRWAYS*","B-737-300","inflight","0","3","12"
215663,"12/15/2001","Missouri","MESABA AIRLINES","SAAB-340","landing","0","2","177"
211541,"12/16/2001","Texas","AMERICAN AIRLINES","B-727","inflight","0","3","129"
212709,"12/18/2001","Texas","AMERICAN AIRLINES","FOKKER F100","inflight","0","2","2"
213240,"12/28/2001","Kentucky","COMAIR AIRLINES","CL-RJ100/200","inflight","0","3","44"
213986,"1/1/2002","Texas","AMERICAN AIRLINES","MD-82","inflight","0","3","2"
208436,"1/8/2002","California","SOUTHWEST AIRLINES","B-737-300","takeoff","0","2","107"
212224,"1/8/2002","California","SOUTHWEST AIRLINES","B-737-700","inflight","0","3","107"
214743,"1/10/2002","Arkansas","BUSINESS","FAIRCHILD SA227","inflight","1","3","178"
206606,"1/11/2002","California","SOUTHWEST AIRLINES","B-737-700","inflight","0","3","107"
213290,"1/13/2002","Tennessee","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","inflight","0","1","19"
213781,"1/14/2002","Hawaii","HAWAIIAN AIR","B-717-200","inflight","0","2","179"
211801,"1/20/2002","Connecticut","US AIRWAYS*","B-737-400","landing","0","1","135"
207181,"1/26/2002","New York","MESABA AIRLINES","SAAB-340","inflight","0","1","175"
209906,"1/26/2002","North Carolina","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","1","43"
216087,"1/27/2002","Minnesota","NORTHWEST AIRLINES","A-320","inflight","0","2","26"
6632,"2/1/2002","Florida","MILITARY","C-130E","inflight","0","3","180"
213612,"2/2/2002","Connecticut","CHAUTAUQUA AIRLINES","EMB-145","inflight","1","1","135"
216468,"2/2/2002","New York","ATLANTIC SOUTHEAST","CL-RJ100/200","takeoff","1","2","28"
6634,"2/7/2002","Louisiana","MILITARY","A-10A","inflight","0","1","37"
213301,"2/9/2002","New York","JETBLUE AIRWAYS","A-320","takeoff","0","1","108"
212377,"2/10/2002","Texas","AMERICAN EAGLE AIRLINES","SAAB-340","inflight","0","1","2"
211644,"2/11/2002","Connecticut","SOUTHWEST AIRLINES","B-737-300","inflight","0","3","135"
235384,"2/11/2002","New York","LUFTHANSA","A-340","inflight","0","1","108"
6636,"2/14/2002","Louisiana","MILITARY","B-52H","inflight","0","1","37"
209116,"2/15/2002","Rhode Island","AMERICAN EAGLE AIRLINES","EMB-135","takeoff","0","3","15"
207706,"2/24/2002","Pennsylvania","DELTA AIR LINES","B-737-800","inflight","1","1","52"
213882,"2/24/2002","Texas","AMERICAN AIRLINES","FOKKER F100","inflight","1","2","2"
213744,"3/4/2002","Connecticut","DELTA AIR LINES","B-767-300","takeoff","0","2","135"
218293,"3/6/2002","Texas","AMERICAN EAGLE AIRLINES","SAAB-340","takeoff","0","2","2"
213263,"3/9/2002","Texas","DELTA AIR LINES","MD-88","inflight","0","1","163"
216541,"3/9/2002","DC","ATLANTIC COAST AIRLINES","CL-RJ100/200","takeoff","1","3","8"
213275,"3/10/2002","Oregon","HORIZON AIR","DHC8 DASH 8","landing","0","3","132"
211601,"3/12/2002","Iowa","PINNACLE","CL-RJ100/200","inflight","1","1","181"
214922,"3/14/2002","Texas","FEDEX EXPRESS","B-727-100","inflight","0","3","182"
214932,"3/23/2002","California","SOUTHWEST AIRLINES","B-737-700","inflight","1","3","96"
211300,"3/23/2002","Missouri","AMERICA WEST AIRLINES","A-319","inflight","1","2","16"
210006,"3/25/2002","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","183"
207483,"3/29/2002","DC","US AIRWAYS*","A-319","inflight","0","1","8"
212708,"3/30/2002","Pennsylvania","US AIRWAYS*","B-737-300","inflight","1","2","133"
210189,"3/31/2002","Texas","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","1","2"
213499,"3/31/2002","Florida","DELTA AIR LINES","B-757-200","landing","0","2","21"
212874,"4/1/2002","Wyoming","SKYWEST AIRLINES","EMB-120","takeoff","0","1","184"
210166,"4/3/2002","Washington","FRONTIER AIRLINES","B-737-300","inflight","0","2","4"
212664,"4/7/2002","Virginia","FEDEX EXPRESS","B-727","takeoff","0","1","5"
211688,"4/7/2002","Texas","UNITED AIRLINES","A-320","landing","0","3","2"
208718,"4/13/2002","Florida","ABX AIR","DC-8-63","landing","0","2","119"
233331,"4/13/2002","Texas","LUFTHANSA","MD-11","inflight","0","1","2"
209552,"4/15/2002","Illinois","AMERICAN AIRLINES","FOKKER F100","inflight","0","1","12"
209931,"4/16/2002","California","UNITED AIRLINES","B-737-300","landing","0","2","35"
213131,"4/17/2002","Maryland","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","68"
213540,"4/20/2002","California","ALASKA AIRLINES","B-737-700","landing","0","1","185"
210118,"4/21/2002","Hawaii","BUSINESS","BE-90  KING","inflight","0","1","186"
212863,"4/26/2002","California","ALASKA AIRLINES","B-737-400","inflight","1","1","107"
233992,"4/30/2002","California","LUFTHANSA","B-747-400","landing","0","2","35"
210661,"5/1/2002","California","SKYWEST AIRLINES","EMB-120","inflight","0","1","134"
212553,"5/1/2002","Minnesota","NORTHWEST AIRLINES","DC-9-30","inflight","1","2","26"
216878,"5/2/2002","Alaska","JAPAN AIRLINES","B-747-1/200","takeoff","0","1","42"
211846,"5/5/2002","Oregon","HORIZON AIR","CL-RJ100/200","takeoff","0","3","48"
237326,"5/7/2002","DC","LUFTHANSA","B-747-400","inflight","0","2","8"
212326,"5/8/2002","Pennsylvania","EXPRESSJET (CONTINENTAL EXPRS)","EMB-135","landing","0","2","133"
211845,"5/9/2002","Virginia","AMERIFLIGHT","EMB-120","landing","0","3","5"
204937,"5/9/2002","Virginia","ASTAR AIR CARGO","EMB-120","inflight","0","3","5"
214469,"5/12/2002","Colorado","AMERICA WEST AIRLINES","B-737-300","inflight","0","1","61"
218358,"5/12/2002","Louisiana","AMERICAN EAGLE AIRLINES","SAAB-340","inflight","1","1","187"
215731,"5/12/2002","New York","AMERICAN AIRLINES","A-300","takeoff","1","3","108"
214331,"5/13/2002","Georgia","DELTA AIR LINES","B-767-300","inflight","0","2","9"
214687,"5/13/2002","Tennessee","BUSINESS","CL-600","inflight","0","2","188"
213122,"5/15/2002","Ohio","BUSINESS","BE-400 BJET","takeoff","0","2","189"
214837,"5/16/2002","New York","AMERICAN AIRLINES","B-757-200","inflight","0","2","1"
213731,"5/16/2002","New Hampshire","US AIRWAYS*","A-319","takeoff","0","1","190"
210631,"5/18/2002","Connecticut","BUSINESS","PA-31T CHEYENNE","inflight","0","3","13"
214591,"5/20/2002","California","SKYWEST AIRLINES","EMB-120","landing","0","1","134"
213876,"5/21/2002","Illinois","AMERICAN AIRLINES","FOKKER F100","inflight","0","1","12"
7820,"5/23/2002","Louisiana","MILITARY","B-52H","inflight","0","1","37"
214310,"5/25/2002","Maine","PSA AIRLINES","DORNIER 328","inflight","0","1","191"
215786,"5/27/2002","Missouri","BUSINESS","CITATION X","inflight","0","1","192"
214785,"6/4/2002","New Hampshire","BUSINESS","DA-900","takeoff","0","1","190"
210076,"6/5/2002","Pennsylvania","US AIRWAYS*","B-737-300","inflight","1","1","121"
215968,"6/7/2002","Texas","DELTA AIR LINES","B-727-200","takeoff","0","1","163"
213058,"6/7/2002","Kentucky","COMAIR AIRLINES","CL-RJ100/200","inflight","0","2","44"
209671,"6/10/2002","Florida","US AIRWAYS*","B-737-300","takeoff","1","3","141"
214598,"6/11/2002","Virginia","US AIRWAYS*","B-737-300","inflight","0","1","5"
214941,"6/13/2002","Ohio","BUSINESS","C-650","inflight","0","2","51"
213527,"6/19/2002","California","UNITED AIRLINES","B-737-500","takeoff","0","1","35"
215315,"6/26/2002","Arkansas","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","2","193"
213554,"6/26/2002","California","UNITED AIRLINES","A-319","inflight","0","1","107"
218269,"6/26/2002","Kansas","BUSINESS","CITATION X","takeoff","1","1","194"
